,レース,芝ダ,距離,天候,馬場,着順,馬番,斤量,単勝,人気,馬体重,増減,複勝
2853,9,1,1150,0,0,14,14,55.0,14.5,8,536,-2,0
2854,9,1,1150,0,0,15,4,54.0,85.5,12,474,-8,0
2855,9,1,1150,0,0,16,2,57.0,75.5,11,548,4,0
2856,10,0,1200,0,0,1,5,55.0,15.8,8,444,-2,370
2857,10,0,1200,0,0,2,15,55.0,4.0,1,494,4,170
2858,10,0,1200,0,0,3,16,55.0,35.5,10,458,2,710
2859,10,0,1200,0,0,4,14,54.0,120.8,14,418,-6,0
2860,10,0,1200,0,0,5,11,54.0,32.5,9,452,2,0
2861,10,0,1200,0,0,6,13,54.0,7.6,4,412,-8,0
2862,10,0,1200,0,0,7,3,55.0,13.8,7,462,6,0
2863,10,0,1200,0,0,8,8,54.0,4.3,2,444,6,0
2864,10,0,1200,0,0,9,6,55.0,50.3,11,478,8,0
2865,10,0,1200,0,0,10,4,55.0,6.6,3,496,4,0
2866,10,0,1200,0,0,11,1,54.0,13.4,6,398,-6,0
2867,10,0,1200,0,0,12,9,54.0,70.2,12,422,2,0
2868,10,0,1200,0,0,13,2,54.0,173.9,15,474,-2,0
2869,10,0,1200,0,0,14,7,55.0,214.3,16,422,-4,0
2870,10,0,1200,0,0,15,10,55.0,86.8,13,444,6,0
2871,10,0,1200,0,0,16,12,54.0,10.4,5,446,18,0
2872,11,0,2000,0,0,1,2,55.0,4.5,2,440,-2,150
2873,11,0,2000,0,0,2,6,55.0,4.7,3,460,6,170
2874,11,0,2000,0,0,3,1,57.0,3.6,1,496,0,140
2875,11,0,2000,0,0,4,7,56.0,18.6,7,456,4,0
2876,11,0,2000,0,0,5,10,56.0,50.3,13,480,-16,0
2877,11,0,2000,0,0,6,9,55.0,45.9,11,470,0,0
2878,11,0,2000,0,0,7,12,57.5,8.4,4,528,0,0
2879,11,0,2000,0,0,8,11,57.0,21.7,9,476,4,0
2880,11,0,2000,0,0,9,15,56.0,48.6,12,492,2,0
2881,11,0,2000,0,0,10,8,56.0,158.7,15,484,-6,0
2882,11,0,2000,0,0,11,5,55.0,11.0,5,478,-8,0
2883,11,0,2000,0,0,12,14,56.0,25.0,10,490,-8,0
2884,11,0,2000,0,0,13,4,56.0,234.9,16,476,0,0
2885,11,0,2000,0,0,14,16,55.0,18.2,6,456,0,0
2886,11,0,2000,0,0,15,3,54.0,19.9,8,512,4,0
2887,11,0,2000,0,0,16,13,54.0,59.8,14,508,8,0
2888,12,0,1800,0,0,1,14,53.0,4.8,3,420,-4,160
2889,12,0,1800,0,0,2,7,55.0,4.0,2,494,-4,140
2890,12,0,1800,0,0,3,1,57.0,3.1,1,472,0,140
2891,12,0,1800,0,0,4,6,55.0,44.1,9,476,-8,0
2892,12,0,1800,0,0,5,15,55.0,46.7,10,486,4,0
2893,12,0,1800,0,0,6,9,57.0,32.7,8,508,6,0
2894,12,0,1800,0,0,7,4,55.0,91.8,12,492,-2,0
2895,12,0,1800,0,0,8,8,55.0,22.8,7,476,4,0
2896,12,0,1800,0,0,9,11,53.0,6.8,4,452,-2,0
2897,12,0,1800,0,0,10,12,57.0,10.4,5,484,2,0
2898,12,0,1800,0,0,11,3,55.0,115.5,13,460,0,0
2899,12,0,1800,0,0,12,5,57.0,328.0,16,460,-6,0
2900,12,0,1800,0,0,13,2,57.0,13.2,6,486,-4,0
2901,12,0,1800,0,0,14,16,55.0,197.9,15,448,-2,0
2902,12,0,1800,0,0,15,13,55.0,124.6,14,476,0,0
2903,12,0,1800,0,0,16,10,55.0,79.9,11,462,0,0
2904,1,1,1150,0,0,1,9,54.0,11.3,4,414,0,360
2905,1,1,1150,0,0,2,2,55.0,28.9,7,440,0,800
2906,1,1,1150,0,0,3,3,54.0,14.6,5,468,4,470
2907,1,1,1150,0,0,4,16,54.0,4.3,3,464,2,0
2908,1,1,1150,0,0,5,5,54.0,2.8,1,440,-2,0
2909,1,1,1150,0,0,6,6,54.0,61.4,11,434,-10,0
2910,1,1,1150,0,0,7,10,52.0,57.9,10,426,2,0
2911,1,1,1150,0,0,8,7,52.0,3.9,2,468,10,0
2912,1,1,1150,0,0,9,12,54.0,19.1,6,478,2,0
2913,1,1,1150,0,0,10,14,54.0,40.2,9,434,0,0
2914,1,1,1150,0,0,11,4,54.0,32.9,8,440,-4,0
2915,1,1,1150,0,0,12,13,54.0,326.9,15,430,8,0
2916,1,1,1150,0,0,13,1,54.0,286.2,13,442,20,0
2917,1,1,1150,0,0,14,15,54.0,180.0,12,450,-6,0
2918,1,1,1150,0,0,15,11,53.0,305.7,14,464,26,0
2919,1,1,1150,0,0,16,8,54.0,379.4,16,380,-14,0
2920,2,1,1700,0,0,1,13,55.0,7.4,2,510,-4,190
2921,2,1,1700,0,0,2,11,55.0,1.6,1,474,-8,110
2922,2,1,1700,0,0,3,7,57.0,14.0,5,500,-2,300
2923,2,1,1700,0,0,4,1,57.0,12.6,4,522,0,0
2924,2,1,1700,0,0,5,5,57.0,9.9,3,508,0,0
2925,2,1,1700,0,0,6,14,57.0,21.3,7,478,-12,0
2926,2,1,1700,0,0,7,9,57.0,182.4,15,484,10,0
2927,2,1,1700,0,0,8,15,55.0,26.3,8,494,-6,0
2928,2,1,1700,0,0,9,2,53.0,63.8,11,492,12,0
2929,2,1,1700,0,0,10,6,56.0,109.9,14,478,3,0
2930,2,1,1700,0,0,11,12,54.0,53.6,10,518,0,0
2931,2,1,1700,0,0,12,4,57.0,39.8,9,502,0,0
2932,2,1,1700,0,0,13,8,56.0,75.2,12,474,8,0
2933,2,1,1700,0,0,14,10,55.0,15.6,6,460,10,0
2934,2,1,1700,0,0,15,3,55.0,81.9,13,498,6,0
2935,3,0,1200,0,0,1,7,53.0,54.2,10,416,8,970
2936,3,0,1200,0,0,2,10,54.0,6.5,3,440,-4,220
2937,3,0,1200,0,0,3,3,54.0,18.4,6,430,-4,330
2938,3,0,1200,0,0,4,2,54.0,3.4,2,482,-2,0
2939,3,0,1200,0,0,5,4,54.0,216.7,15,440,8,0
2940,3,0,1200,0,0,6,1,54.0,3.1,1,462,-2,0
2941,3,0,1200,0,0,7,14,54.0,11.7,5,470,2,0
2942,3,0,1200,0,0,8,6,52.0,26.3,8,454,-4,0
2943,3,0,1200,0,0,9,9,54.0,412.7,16,448,-10,0
2944,3,0,1200,0,0,10,12,54.0,22.6,7,424,6,0
2945,3,0,1200,0,0,11,13,52.0,8.1,4,428,-6,0
2946,3,0,1200,0,0,12,15,54.0,73.1,11,418,10,0
2947,3,0,1200,0,0,13,5,53.0,107.1,12,446,18,0
2948,3,0,1200,0,0,14,11,54.0,50.0,9,408,-2,0
2949,3,0,1200,0,0,15,16,51.0,193.0,13,460,-2,0
2950,3,0,1200,0,0,16,8,53.0,197.4,14,412,4,0
2951,4,0,1800,0,0,1,12,54.0,7.8,3,482,8,300
2952,4,0,1800,0,0,2,5,53.0,14.0,7,494,0,400
2953,4,0,1800,0,0,3,8,55.0,11.9,6,492,0,350
2954,4,0,1800,0,0,4,15,55.0,9.8,5,454,0,0
2955,4,0,1800,0,0,5,14,55.0,2.6,1,456,-2,0
2956,4,0,1800,0,0,6,11,54.0,70.1,12,414,-10,0
2957,4,0,1800,0,0,7,1,55.0,17.6,8,478,-2,0
2958,4,0,1800,0,0,8,6,55.0,7.7,2,508,2,0
2959,4,0,1800,0,0,9,2,54.0,8.2,4,432,-8,0
2960,4,0,1800,0,0,10,9,55.0,33.1,10,494,-4,0
2961,4,0,1800,0,0,11,16,53.0,181.6,15,392,-2,0
2962,4,0,1800,0,0,12,4,52.0,150.9,14,410,14,0
2963,4,0,1800,0,0,13,3,55.0,31.4,9,502,6,0
2964,4,0,1800,0,0,13,7,54.0,146.8,13,404,-2,0
2965,4,0,1800,0,0,15,10,52.0,68.7,11,414,-6,0
2966,4,0,1800,0,0,16,13,55.0,247.0,16,482,6,0
2967,5,0,2000,0,0,1,6,53.0,24.2,7,432,0,570
2968,5,0,2000,0,0,2,2,54.0,8.3,4,478,0,260
2969,5,0,2000,0,0,3,3,54.0,4.7,2,482,0,180
2970,5,0,2000,0,0,4,5,55.0,6.5,3,480,0,0
2971,5,0,2000,0,0,5,1,55.0,63.8,10,510,0,0
2972,5,0,2000,0,0,6,7,54.0,12.6,5,476,0,0
2973,5,0,2000,0,0,6,11,53.0,65.4,11,452,0,0
2974,5,0,2000,0,0,8,10,55.0,2.3,1,496,0,0
2975,5,0,2000,0,0,9,8,54.0,25.6,8,466,0,0
2976,5,0,2000,0,0,10,4,55.0,14.4,6,518,0,0
2977,5,0,2000,0,0,11,9,52.0,43.0,9,458,0,0
2978,6,1,1150,0,0,1,8,57.0,3.4,1,464,-2,160
2979,6,1,1150,0,0,2,13,57.0,3.5,2,476,0,130
2980,6,1,1150,0,0,3,15,53.0,33.2,10,440,-6,590
2981,6,1,1150,0,0,4,12,57.0,31.0,8,524,2,0
2982,6,1,1150,0,0,5,5,56.0,94.2,15,468,6,0
2983,6,1,1150,0,0,6,1,57.0,9.9,5,536,2,0
2984,6,1,1150,0,0,7,6,54.0,6.6,3,454,2,0
2985,6,1,1150,0,0,8,11,56.0,191.1,16,452,-2,0
2986,6,1,1150,0,0,9,9,55.0,40.6,11,446,-6,0
2987,6,1,1150,0,0,10,2,57.0,19.6,7,522,-2,0
2988,6,1,1150,0,0,11,16,57.0,8.1,4,520,-10,0
2989,6,1,1150,0,0,12,3,57.0,83.2,14,472,-2,0
2990,6,1,1150,0,0,13,7,56.0,46.0,13,460,4,0
2991,6,1,1150,0,0,14,4,54.0,31.9,9,454,-2,0
2992,6,1,1150,0,0,15,10,55.0,15.5,6,444,8,0
2993,6,1,1150,0,0,16,14,53.0,42.4,12,498,14,0
2994,7,0,1200,0,0,1,10,54.0,3.6,2,480,4,140
2995,7,0,1200,0,0,2,13,55.0,3.4,1,450,-2,150
2996,7,0,1200,0,0,3,3,54.0,13.3,6,442,-8,300
2997,7,0,1200,0,0,4,11,54.0,18.9,7,458,6,0
2998,7,0,1200,0,0,5,15,55.0,12.1,5,440,-4,0
2999,7,0,1200,0,0,6,12,52.0,8.6,4,464,-2,0
3000,7,0,1200,0,0,7,6,55.0,44.9,11,472,-6,0
3001,7,0,1200,0,0,8,2,54.0,62.9,12,446,10,0
3002,7,0,1200,0,0,9,4,52.0,4.8,3,448,-6,0
3003,7,0,1200,0,0,10,5,52.0,39.7,10,388,-10,0
3004,7,0,1200,0,0,11,7,54.0,80.0,14,442,4,0
3005,7,0,1200,0,0,12,14,54.0,151.5,15,424,-6,0
3006,7,0,1200,0,0,13,9,54.0,28.3,8,502,4,0
3007,7,0,1200,0,0,14,8,52.0,70.7,13,436,0,0
3008,7,0,1200,0,0,15,1,55.0,243.7,16,402,0,0
3009,7,0,1200,0,0,16,16,51.0,36.2,9,442,-14,0
3010,8,0,1800,0,0,1,10,51.0,3.1,1,430,-6,140
3011,8,0,1800,0,0,2,5,56.0,16.0,7,464,0,350
3012,8,0,1800,0,0,3,2,55.0,3.5,2,482,4,150
3013,8,0,1800,0,0,4,11,57.0,15.6,6,488,2,0
3014,8,0,1800,0,0,5,6,54.0,6.3,3,454,2,0
3015,8,0,1800,0,0,6,3,51.0,61.0,12,444,-6,0
3016,8,0,1800,0,0,7,12,56.0,167.7,15,498,-4,0
3017,8,0,1800,0,0,8,13,56.0,111.3,14,440,14,0
3018,8,0,1800,0,0,9,14,53.0,10.8,5,454,4,0
3019,8,0,1800,0,0,10,4,56.0,16.7,8,486,10,0
3020,8,0,1800,0,0,11,1,50.0,10.2,4,470,-6,0
3021,8,0,1800,0,0,12,9,56.0,37.9,10,500,-8,0
3022,8,0,1800,0,0,13,15,55.0,95.8,13,494,-2,0
3023,8,0,1800,0,0,14,8,55.0,33.5,9,496,-4,0
3024,8,0,1800,0,0,15,7,55.0,57.0,11,444,4,0
3025,9,0,1200,0,0,1,13,54.0,4.2,1,472,-12,150
3026,9,0,1200,0,0,2,9,54.0,4.2,2,440,-8,160
3027,9,0,1200,0,0,3,5,56.0,4.8,3,442,4,160
3028,9,0,1200,0,0,4,6,52.0,8.9,5,462,-8,0
3029,9,0,1200,0,0,5,2,55.0,6.4,4,432,0,0
3030,9,0,1200,0,0,6,8,54.0,17.8,7,474,14,0
3031,9,0,1200,0,0,7,11,56.0,126.8,14,466,0,0
3032,9,0,1200,0,0,8,3,54.0,55.3,12,442,10,0
3033,9,0,1200,0,0,9,7,55.0,31.5,8,470,0,0
3034,9,0,1200,0,0,10,15,52.0,169.7,15,436,-8,0
3035,9,0,1200,0,0,11,4,54.0,35.2,9,468,-8,0
3036,9,0,1200,0,0,12,10,54.0,10.1,6,470,-6,0
3037,9,0,1200,0,0,13,1,54.0,46.8,11,406,-6,0
3038,9,0,1200,0,0,14,14,52.0,38.0,10,422,4,0
3039,9,0,1200,0,0,15,12,56.0,106.2,13,440,-8,0
3040,9,0,1200,0,0,16,16,54.0,305.6,16,426,-4,0
3041,10,1,1700,0,0,1,1,55.0,9.1,4,472,6,310
3042,10,1,1700,0,0,2,5,57.0,37.3,8,480,4,690
3043,10,1,1700,0,0,3,13,57.0,22.4,7,422,-4,610
3044,10,1,1700,0,0,4,11,55.0,19.2,6,526,2,0
3045,10,1,1700,0,0,5,9,55.0,66.4,11,482,2,0
3046,10,1,1700,0,0,6,4,55.0,65.4,10,460,-6,0
3047,10,1,1700,0,0,7,12,55.0,2.7,1,486,0,0
3048,10,1,1700,0,0,8,3,55.0,6.8,3,476,4,0
3049,10,1,1700,0,0,9,7,57.0,184.9,15,486,6,0
3050,10,1,1700,0,0,10,10,55.0,39.1,9,442,-12,0
3051,10,1,1700,0,0,11,8,57.0,16.4,5,512,0,0
3052,10,1,1700,0,0,12,6,55.0,173.6,14,456,4,0
3053,10,1,1700,0,0,13,14,55.0,94.7,13,476,12,0
3054,10,1,1700,0,0,14,2,55.0,89.9,12,500,-8,0
3055,10,1,1700,0,0,15,15,55.0,2.7,2,448,4,0
3056,11,0,2600,0,0,1,10,53.0,15.7,7,504,0,490
3057,11,0,2600,0,0,2,1,56.0,8.0,5,498,-4,240
3058,11,0,2600,0,0,3,13,51.0,12.7,6,470,-4,380
3059,11,0,2600,0,0,4,6,55.0,4.6,2,464,4,0
3060,11,0,2600,0,0,5,9,53.0,6.1,3,478,-4,0
3061,11,0,2600,0,0,6,3,54.0,3.9,1,474,4,0
3062,11,0,2600,0,0,7,11,55.0,36.8,11,416,-2,0
3063,11,0,2600,0,0,8,5,53.0,18.0,8,460,-12,0
3064,11,0,2600,0,0,9,14,54.0,7.2,4,490,-6,0
3065,11,0,2600,0,0,10,15,53.0,77.5,14,454,0,0
3066,11,0,2600,0,0,11,4,54.0,25.3,9,484,-2,0
3067,11,0,2600,0,0,12,12,53.0,54.5,13,486,-2,0
3068,11,0,2600,0,0,13,2,51.0,29.5,10,430,-8,0
3069,11,0,2600,0,0,14,8,51.0,51.7,12,454,-2,0
3070,11,0,2600,0,0,15,7,53.0,269.9,15,486,-8,0
3071,12,0,2000,0,0,1,15,57.0,7.4,5,498,2,240
3072,12,0,2000,0,0,2,14,57.0,4.3,2,456,0,170
3073,12,0,2000,0,0,3,10,55.0,31.2,8,438,2,760
3074,12,0,2000,0,0,4,3,55.0,5.9,3,514,4,0
3075,12,0,2000,0,0,5,16,55.0,15.3,6,514,-8,0
3076,12,0,2000,0,0,6,7,55.0,61.1,13,460,-2,0
3077,12,0,2000,0,0,7,2,55.0,100.1,15,458,-16,0
3078,12,0,2000,0,0,8,1,55.0,217.1,16,456,6,0
3079,12,0,2000,0,0,9,5,57.0,49.1,11,426,-4,0
3080,12,0,2000,0,0,10,8,55.0,53.7,12,432,-12,0
3081,12,0,2000,0,0,11,6,57.0,3.6,1,474,-12,0
3082,12,0,2000,0,0,12,4,55.0,32.4,9,484,6,0
3083,12,0,2000,0,0,13,13,55.0,16.0,7,470,-2,0
3084,12,0,2000,0,0,14,12,57.0,7.1,4,450,-8,0
3085,12,0,2000,0,0,15,11,53.0,32.9,10,454,-12,0
3086,12,0,2000,0,0,16,9,53.0,63.4,14,492,-10,0
3087,1,1,1700,0,0,1,2,54.0,2.0,1,522,4,110
3088,1,1,1700,0,0,2,11,55.0,7.3,3,486,6,210
3089,1,1,1700,0,0,3,3,54.0,33.4,10,484,-6,550
3090,1,1,1700,0,0,4,14,53.0,26.3,7,492,10,0
3091,1,1,1700,0,0,5,7,54.0,16.3,5,492,2,0
3092,1,1,1700,0,0,6,15,54.0,22.4,6,470,0,0
3093,1,1,1700,0,0,7,5,54.0,36.2,11,464,0,0
3094,1,1,1700,0,0,8,1,55.0,156.6,14,478,2,0
3095,1,1,1700,0,0,9,8,55.0,6.3,2,472,10,0
3096,1,1,1700,0,0,10,4,53.0,29.8,9,450,-2,0
3097,1,1,1700,0,0,11,9,54.0,28.4,8,468,6,0
3098,1,1,1700,0,0,12,10,55.0,77.3,13,494,14,0
3099,1,1,1700,0,0,13,12,53.0,10.6,4,466,0,0
3100,1,1,1700,0,0,14,13,54.0,50.3,12,478,2,0
3101,1,1,1700,0,0,15,6,54.0,205.1,15,482,0,0
3102,2,1,2400,0,0,1,3,55.0,22.1,7,532,-8,400
3103,2,1,2400,0,0,2,8,55.0,3.7,2,508,22,160
3104,2,1,2400,0,0,3,16,55.0,7.7,3,500,2,210
3105,2,1,2400,0,0,4,15,54.0,33.9,10,506,4,0
3106,2,1,2400,0,0,5,5,56.0,2.8,1,462,2,0
3107,2,1,2400,0,0,6,13,53.0,82.2,13,492,-2,0
3108,2,1,2400,0,0,7,14,55.0,118.0,15,468,2,0
3109,2,1,2400,0,0,8,12,57.0,8.6,4,486,-2,0
3110,2,1,2400,0,0,9,11,55.0,29.6,9,486,-12,0
3111,2,1,2400,0,0,10,9,55.0,93.0,14,488,4,0
3112,2,1,2400,0,0,11,4,53.0,11.3,5,452,4,0
3113,2,1,2400,0,0,12,2,57.0,34.7,11,464,-10,0
3114,2,1,2400,0,0,13,10,57.0,23.9,8,470,4,0
3115,2,1,2400,0,0,14,1,55.0,264.5,16,462,0,0
3116,2,1,2400,0,0,15,6,55.0,37.3,12,516,-8,0
3117,2,1,2400,0,0,16,7,53.0,19.2,6,448,12,0
3118,3,1,1700,0,0,1,7,55.0,6.6,4,492,6,210
3119,3,1,1700,0,0,2,13,55.0,60.7,10,490,2,"1,230"
3120,3,1,1700,0,0,3,1,55.0,14.3,8,448,0,360
3121,3,1,1700,0,0,4,2,51.0,4.3,1,482,2,0
3122,3,1,1700,0,0,5,6,55.0,8.5,6,520,-2,0
3123,3,1,1700,0,0,6,9,52.0,4.8,2,494,4,0
3124,3,1,1700,0,0,7,12,51.0,22.5,9,458,-2,0
3125,3,1,1700,0,0,8,15,53.0,7.3,5,450,0,0
3126,3,1,1700,0,0,9,11,54.0,6.3,3,452,-2,0
3127,3,1,1700,0,0,10,14,55.0,13.6,7,506,4,0
3128,3,1,1700,0,0,11,5,52.0,89.3,13,458,-4,0
3129,3,1,1700,0,0,12,3,55.0,100.5,14,446,-2,0
3130,3,1,1700,0,0,13,10,52.0,278.3,15,450,4,0
3131,3,1,1700,0,0,14,4,55.0,84.7,12,484,6,0
3132,3,1,1700,0,0,15,8,53.0,77.8,11,446,12,0
3133,6,1,1700,0,0,1,13,56.0,3.0,1,496,12,170
3134,6,1,1700,0,0,2,14,52.0,17.0,7,458,0,490
3135,6,1,1700,0,0,3,15,52.0,14.0,6,456,0,340
3136,6,1,1700,0,0,4,6,55.0,9.2,4,482,-2,0
3137,6,1,1700,0,0,5,8,55.0,20.2,9,508,-2,0
3138,6,1,1700,0,0,6,4,53.0,24.8,10,444,-16,0
3139,6,1,1700,0,0,7,9,56.0,3.8,2,484,0,0
3140,6,1,1700,0,0,8,11,57.0,10.3,5,494,-2,0
3141,6,1,1700,0,0,9,3,52.0,7.6,3,444,-4,0
3142,6,1,1700,0,0,10,2,55.0,84.2,13,480,-4,0
3143,6,1,1700,0,0,11,1,56.0,52.8,11,518,4,0
3144,6,1,1700,0,0,12,10,57.0,73.9,12,528,8,0
3145,6,1,1700,0,0,13,12,54.0,18.8,8,486,0,0
3146,6,1,1700,0,0,14,5,53.0,156.4,14,472,-2,0
3147,6,1,1700,0,0,15,7,51.0,165.6,15,460,-8,0
3148,7,1,1150,0,0,1,16,54.0,9.1,5,484,0,230
3149,7,1,1150,0,0,2,8,54.0,3.2,1,470,-2,130
3150,7,1,1150,0,0,3,12,54.0,4.6,2,492,0,160
3151,7,1,1150,0,0,4,14,57.0,13.4,6,490,0,0
3152,7,1,1150,0,0,5,15,54.0,7.8,4,438,2,0
3153,7,1,1150,0,0,6,7,53.0,23.2,9,436,4,0
3154,7,1,1150,0,0,7,1,53.0,5.9,3,460,4,0
3155,7,1,1150,0,0,8,3,54.0,18.8,7,468,14,0
3156,7,1,1150,0,0,9,11,54.0,59.9,12,442,0,0
3157,7,1,1150,0,0,10,4,57.0,21.7,8,482,-6,0
3158,7,1,1150,0,0,11,9,53.0,71.3,13,466,-16,0
3159,7,1,1150,0,0,12,5,57.0,107.5,14,460,-2,0
3160,7,1,1150,0,0,13,2,55.0,422.5,16,426,6,0
3161,7,1,1150,0,0,14,6,54.0,38.9,11,450,4,0
3162,7,1,1150,0,0,15,13,56.0,301.9,15,446,-4,0
3163,7,1,1150,0,0,16,10,55.0,31.9,10,518,-2,0
3164,8,0,1200,0,0,1,14,56.0,9.3,5,438,-2,310
3165,8,0,1200,0,0,2,1,57.0,7.5,4,476,4,290
3166,8,0,1200,0,0,3,15,55.0,24.3,7,426,-4,530
3167,8,0,1200,0,0,4,4,51.0,187.2,15,438,-8,0
3168,8,0,1200,0,0,5,16,55.0,30.5,8,436,2,0
3169,8,0,1200,0,0,6,10,53.0,2.3,1,466,6,0
3170,8,0,1200,0,0,7,7,54.0,6.7,3,454,0,0
3171,8,0,1200,0,0,8,2,56.0,312.6,16,438,0,0
3172,8,0,1200,0,0,9,5,55.0,44.1,10,400,-6,0
3173,8,0,1200,0,0,10,3,54.0,5.6,2,436,4,0
3174,8,0,1200,0,0,11,9,54.0,31.9,9,462,-4,0
3175,8,0,1200,0,0,12,11,56.0,54.1,11,526,2,0
3176,8,0,1200,0,0,13,12,52.0,63.8,12,464,3,0
3177,8,0,1200,0,0,14,6,54.0,92.8,13,478,-13,0
3178,8,0,1200,0,0,15,13,55.0,14.9,6,426,8,0
3179,8,0,1200,0,0,16,8,57.0,176.3,14,468,12,0
3180,9,0,2600,0,0,1,12,57.0,5.4,2,454,0,190
3181,9,0,2600,0,0,2,6,57.0,9.0,5,460,-12,300
3182,9,0,2600,0,0,3,9,52.0,19.4,8,462,-8,450
3183,9,0,2600,0,0,4,2,57.0,2.5,1,508,4,0
3184,9,0,2600,0,0,5,13,55.0,8.3,4,496,-4,0
3185,9,0,2600,0,0,6,1,55.0,34.6,10,442,-14,0
3186,9,0,2600,0,0,7,4,57.0,6.5,3,490,2,0
3187,9,0,2600,0,0,8,5,54.0,129.8,15,482,2,0
3188,9,0,2600,0,0,9,8,53.0,66.3,11,410,0,0
3189,9,0,2600,0,0,10,10,56.0,91.8,12,498,2,0
3190,9,0,2600,0,0,11,16,55.0,16.9,7,484,-4,0
3191,9,0,2600,0,0,12,11,55.0,14.8,6,414,-4,0
3192,9,0,2600,0,0,13,7,54.0,106.2,14,456,-12,0
3193,9,0,2600,0,0,14,3,57.0,32.5,9,464,2,0
3194,9,0,2600,0,0,15,15,57.0,100.3,13,442,-2,0
3195,9,0,2600,0,0,16,14,55.0,321.5,16,454,-2,0
3196,10,0,1800,0,0,1,2,55.0,7.3,3,460,4,310
3197,10,0,1800,0,0,2,5,53.0,90.9,12,456,12,"2,730"
3198,10,0,1800,0,0,3,3,53.0,7.4,4,444,2,290
3199,10,0,1800,0,0,4,13,53.0,2.9,1,436,10,0
3200,10,0,1800,0,0,5,8,53.0,32.8,10,420,0,0
3201,10,0,1800,0,0,6,1,55.0,154.1,15,456,-12,0
3202,10,0,1800,0,0,7,9,53.0,14.5,7,440,-10,0
3203,10,0,1800,0,0,8,11,53.0,10.5,6,440,4,0
3204,10,0,1800,0,0,9,15,53.0,8.2,5,492,2,0
3205,10,0,1800,0,0,10,10,53.0,38.0,11,428,-6,0
3206,10,0,1800,0,0,11,6,53.0,153.6,14,480,-4,0
3207,10,0,1800,0,0,12,14,55.0,6.8,2,432,2,0
3208,10,0,1800,0,0,13,16,55.0,199.1,16,456,-6,0
3209,10,0,1800,0,0,14,4,55.0,105.8,13,418,-13,0
3210,10,0,1800,0,0,15,7,53.0,20.2,9,468,22,0
3211,10,0,1800,0,0,16,12,53.0,15.1,8,456,0,0
3212,11,1,1700,0,0,1,14,55.0,1.9,1,518,-8,110
3213,11,1,1700,0,0,2,1,57.0,22.4,7,520,-2,520
3214,11,1,1700,0,0,3,10,57.0,7.3,2,490,2,200
3215,11,1,1700,0,0,4,3,56.0,9.9,4,516,6,0
3216,11,1,1700,0,0,5,5,57.0,51.2,12,460,2,0
3217,11,1,1700,0,0,6,4,56.0,55.1,13,478,-4,0
3218,11,1,1700,0,0,7,13,56.0,27.5,8,550,-4,0
3219,11,1,1700,0,0,8,7,56.0,72.8,15,508,6,0
3220,11,1,1700,0,0,9,8,57.0,67.3,14,536,-6,0
3221,11,1,1700,0,0,10,2,54.0,11.4,5,512,4,0
3222,11,1,1700,0,0,11,6,56.0,48.2,11,516,0,0
3223,11,1,1700,0,0,12,15,56.0,7.9,3,524,-2,0
3224,11,1,1700,0,0,13,11,56.0,39.2,10,522,-6,0
3225,11,1,1700,0,0,14,12,56.0,14.6,6,504,-22,0
3226,11,1,1700,0,0,15,9,57.0,32.7,9,518,0,0
3227,12,0,1200,0,0,1,2,55.0,3.7,2,464,-12,190
3228,12,0,1200,0,0,2,3,54.0,16.1,7,454,-4,420
3229,12,0,1200,0,0,3,12,55.0,6.1,3,416,-6,230
3230,12,0,1200,0,0,4,15,54.0,28.8,10,496,-4,0
3231,12,0,1200,0,0,5,13,57.0,135.8,13,436,-2,0
3232,12,0,1200,0,0,6,16,57.0,12.3,5,476,2,0
3233,12,0,1200,0,0,7,14,54.0,3.5,1,466,-4,0
3234,12,0,1200,0,0,8,10,54.0,16.3,8,426,0,0
3235,12,0,1200,0,0,9,7,55.0,161.0,14,462,-8,0
3236,12,0,1200,0,0,10,1,54.0,172.6,15,456,0,0
3237,12,0,1200,0,0,11,9,55.0,14.4,6,422,-6,0
3238,12,0,1200,0,0,12,5,55.0,40.8,11,474,-6,0
3239,12,0,1200,0,0,13,8,56.0,17.5,9,464,16,0
3240,12,0,1200,0,0,14,11,55.0,179.8,16,498,4,0
3241,12,0,1200,0,0,15,4,55.0,93.7,12,486,-6,0
3242,12,0,1200,0,0,16,6,54.0,8.5,4,444,2,0
